Accession	Description	markers	tagm.map.allocation	tagm.map.probability	tagm.map.joint.19S.proteasome	tagm.map.joint.20S.proteasome	tagm.map.joint.40S.ribosome	tagm.map.joint.60S.ribosome	tagm.map.joint.apical.1	tagm.map.joint.apical.2	tagm.map.joint.apicoplast	tagm.map.joint.cytosol	tagm.map.joint.dense.granules	tagm.map.joint.endomembrane.vesicles	tagm.map.joint.ER	tagm.map.joint.ER.2	tagm.map.joint.Golgi	tagm.map.joint.IMC	tagm.map.joint.micronemes	tagm.map.joint.mitochondrion...membranes	tagm.map.joint.mitochondrion...soluble	tagm.map.joint.nucleolus	tagm.map.joint.nucleus...chromatin	tagm.map.joint.nucleus...non.chromatin	tagm.map.joint.PM...integral	tagm.map.joint.PM...peripheral.1	tagm.map.joint.PM...peripheral.2	tagm.map.joint.rhoptries.1	tagm.map.joint.rhoptries.2	tagm.map.joint.tubulin.cytoskeleton	tagm.map.outlier	tagm.map.loc.prob	tagm.map.allocation.pred	tagm.mcmc.allocation	tagm.mcmc.probability	tagm.mcmc.probability.lowerquantile	tagm.mcmc.probability.upperquantile	tagm.mcmc.mean.shannon	tagm.mcmc.outlier	tagm.mcmc.joint.19S.proteasome	tagm.mcmc.joint.20S.proteasome	tagm.mcmc.joint.40S.ribosome	tagm.mcmc.joint.60S.ribosome	tagm.mcmc.joint.apical.1	tagm.mcmc.joint.apical.2	tagm.mcmc.joint.apicoplast	tagm.mcmc.joint.cytosol	tagm.mcmc.joint.dense.granules	tagm.mcmc.joint.endomembrane.vesicles	tagm.mcmc.joint.ER	tagm.mcmc.joint.ER.2	tagm.mcmc.joint.Golgi	tagm.mcmc.joint.IMC	tagm.mcmc.joint.micronemes	tagm.mcmc.joint.mitochondrion...membranes	tagm.mcmc.joint.mitochondrion...soluble	tagm.mcmc.joint.nucleolus	tagm.mcmc.joint.nucleus...chromatin	tagm.mcmc.joint.nucleus...non.chromatin	tagm.mcmc.joint.PM...integral	tagm.mcmc.joint.PM...peripheral.1	tagm.mcmc.joint.PM...peripheral.2	tagm.mcmc.joint.rhoptries.1	tagm.mcmc.joint.rhoptries.2	tagm.mcmc.joint.tubulin.cytoskeleton	tagm.mcmc.loc.prob	tagm.mcmc.allocation.pred
TGME49_254570	hypothetical protein	unknown	nucleus - non-chromatin	0.9999682	1.829368e-07	1.50654e-07	3.011258e-07	4.196262e-07	5.05767e-07	1.72176e-07	1.388719e-06	5.067725e-06	1.353181e-06	2.797982e-07	2.421181e-06	1.291324e-07	1.099783e-06	8.821436e-07	5.488746e-07	2.043567e-06	2.249461e-06	3.329289e-07	5.116054e-06	0.999972	1.248629e-06	5.271598e-07	3.337727e-07	6.133964e-07	5.272871e-07	9.6849e-08	3.183705e-05	0.9999363	nucleus - non-chromatin	nucleus - non-chromatin	0.9999968	0.9999919	0.9999989	4.292624e-05	2.200899e-07	9.648462e-25	1.180425e-30	2.314264e-14	2.585385e-19	8.140929e-47	2.972413e-23	7.311257e-93	2.389479e-33	7.868794e-44	2.914992e-25	2.711838e-126	1.772689e-40	1.281448e-64	2.018995e-65	8.02658e-64	5.966671e-111	7.880905e-81	3.187175e-06	2.33016e-21	0.9999968	2.191427e-37	6.854951e-66	4.468169e-33	5.059107e-46	1.274401e-56	5.386547e-18	0.9999966	nucleus - non-chromatin
TGME49_289690	glyceraldehyde-3-phosphate dehydrogenase GAPDH1	cytosol	cytosol	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	cytosol	cytosol	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	cytosol
TGME49_279420	hypothetical protein	rhoptries 1	rhoptries 1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	rhoptries 1	rhoptries 1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	rhoptries 1
TGME49_254940	MIF4G domain-containing protein	unknown	nucleus - chromatin	0.9999529	1.41245e-07	1.163195e-07	2.324984e-07	3.239922e-07	3.905013e-07	1.329366e-07	1.072226e-06	3.912777e-06	1.044788e-06	2.160314e-07	1.869387e-06	9.970281e-08	8.491394e-07	6.811007e-07	4.237846e-07	1.577833e-06	1.736803e-06	2.570535e-07	0.9999568	2.550693e-05	9.640629e-07	4.070186e-07	2.57705e-07	4.736017e-07	4.07117e-07	7.477685e-08	2.45813e-05	0.9999283	nucleus - chromatin	nucleus - chromatin	0.9999842	0.9999479	0.9999974	0.0001862842	4.467475e-07	3.12298e-13	1.516547e-34	2.501185e-14	2.659691e-15	1.221613e-34	4.649641e-18	1.516037e-66	7.618357e-24	1.67428e-22	1.290509e-20	1.8235e-71	5.928783e-33	1.608959e-49	3.668759e-54	1.590888e-56	7.956864e-81	5.501719e-46	1.314334e-08	0.9999842	1.581409e-05	3.786784e-29	1.310999e-58	3.221903e-12	9.902767e-38	1.428694e-46	5.493752e-22	0.9999837	nucleus - chromatin
TGME49_297960	rhoptry neck protein RON6	unknown	rhoptries 1	1	1.224275e-15	1.008227e-15	2.015235e-15	2.80828e-15	3.384764e-15	1.15226e-15	9.293777e-15	3.391493e-14	9.055948e-15	1.872504e-15	1.620336e-14	8.641979e-16	7.360119e-15	5.903603e-15	3.673255e-15	1.367624e-14	1.505415e-14	2.228073e-15	3.423837e-14	2.573286e-14	8.356246e-15	3.527931e-15	2.23372e-15	1	3.528784e-15	6.481462e-16	2.130643e-13	1	rhoptries 1	rhoptries 1	1	1	1	6.540238e-08	9.57744e-14	1.108853e-45	1.338287e-41	3.390726e-39	2.558722e-41	3.556241e-22	7.871456e-14	6.839949e-43	1.582014e-90	2.608746e-27	6.079973e-20	1.15861e-49	3.404177e-23	1.066526e-25	1.383859e-32	6.483467e-30	9.497048e-54	3.311346e-41	7.301578e-22	1.049087e-68	6.973793e-97	1.427586e-20	7.344749e-35	2.034213e-21	1	3.191619e-09	3.08641e-33	1	rhoptries 1
TGME49_291890	microneme protein MIC1	micronemes	micronemes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	micronemes	micronemes	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	micronemes
TGME49_319560	microneme protein MIC3	micronemes	micronemes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	micronemes	micronemes	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	micronemes
TGME49_261950	ATP synthase beta subunit ATP-B	mitochondrion - membranes	mitochondrion - membranes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	mitochondrion - membranes	mitochondrion - membranes	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	mitochondrion - membranes
TGME49_291180	hypothetical protein	unknown	nucleus - chromatin	0.9927161	3.611316e-05	2.974029e-05	5.94446e-05	8.283752e-05	9.98424e-05	3.39889e-05	0.0002741441	0.001000409	0.0002671287	5.523437e-05	0.0004779602	2.549176e-05	0.0002171058	0.0001741421	0.0001083522	0.0004034164	0.0004440613	6.572279e-05	0.993726	0.001758089	0.0002464892	0.0001040655	6.588936e-05	0.0001210893	0.0001040906	1.911876e-05	0.006284886	0.986477	unknown	nucleus - chromatin	0.9877411	0.9513219	0.9986866	0.06098149	0.0002082091	8.474936e-15	5.105744e-35	1.632319e-15	1.384754e-09	4.402635e-27	4.430903e-17	7.566929e-33	6.178307e-19	1.453826e-16	2.678408e-15	4.959519e-46	7.521969e-21	1.049762e-36	3.635451e-38	5.493604e-45	4.620252e-79	2.423999e-44	1.632217e-08	0.9877411	0.01221568	8.488443e-22	2.366397e-46	4.319265e-05	3.244782e-30	1.081869e-35	3.420201e-25	0.9875355	unknown
TGME49_288380	heat shock protein HSP90	cytosol	cytosol	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	cytosol	cytosol	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	cytosol
TGME49_211680	protein disulfide isomerase	ER 2	ER 2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ER 2	ER 2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ER 2
TGME49_204050	subtilisin SUB1	micronemes	micronemes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	micronemes	micronemes	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	micronemes
TGME49_290950	clathrin heavy chain, putative	unknown	cytosol	0.9942168	5.175364e-06	4.26207e-06	8.518985e-06	1.187142e-05	1.430838e-05	4.870937e-06	3.92875e-05	0.9943601	3.828212e-05	7.915618e-06	6.849631e-05	3.653216e-06	3.111336e-05	2.495624e-05	1.552791e-05	5.781345e-05	6.363827e-05	9.41871e-06	0.005027298	0.0001087816	3.532428e-05	1.491359e-05	9.442581e-06	1.735326e-05	1.491719e-05	2.739902e-06	0.0009006847	0.9933213	cytosol	nucleus - chromatin	0.9883167	0.9516631	0.9983991	0.05557034	2.330831e-06	1.860148e-06	5.966395e-31	4.055273e-15	2.643045e-24	4.049481e-48	1.063309e-25	4.298171e-77	0.01168134	7.316847e-34	2.070799e-22	3.136845e-114	9.492992e-38	1.81654e-60	8.345196e-61	2.101642e-63	2.931706e-107	7.496293e-72	5.738082e-08	0.9883167	2.248419e-09	4.251279e-36	3.857557e-63	5.168957e-13	2.906205e-51	5.744678e-55	2.231697e-25	0.9883144	unknown
TGME49_208030	microneme protein MIC4	micronemes	micronemes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	micronemes	micronemes	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	micronemes
TGME49_243930	hypothetical protein	unknown	micronemes	1	3.531151e-22	2.90801e-22	5.812502e-22	8.099866e-22	9.762605e-22	3.32344e-22	2.680585e-21	9.782015e-21	2.611989e-21	5.400825e-22	4.673503e-21	2.492589e-22	2.122864e-21	1.702764e-21	1	3.944611e-21	4.342039e-21	6.426385e-22	9.875302e-21	7.422078e-21	2.410175e-21	1.017554e-21	6.442672e-22	1.184013e-21	1.0178e-21	1.869435e-22	6.145371e-20	1	micronemes	micronemes	1	1	1	1.463667e-25	2.107068e-20	2.458211e-61	4.857009e-45	4.543423e-49	9.940932e-55	3.293753e-56	5.678788e-45	4.726985e-65	5.26837e-136	1.341564e-59	3.812218e-34	2.08581e-120	2.256937e-27	2.183144e-54	6.756473e-50	1	5.286032e-142	5.318533e-152	7.579077e-62	5.336445e-170	7.605093e-162	2.83849e-28	5.743333e-36	8.908681e-51	1.762966e-47	1.346874e-40	8.063181e-41	1	micronemes
TGME49_216670	FUSE-binding protein 2 / KH-type splicing regulatory protein	unknown	nucleus - non-chromatin	1	1.101441e-10	9.070705e-11	1.813044e-10	2.526521e-10	3.045165e-10	1.036652e-10	8.361319e-10	3.05122e-09	8.147351e-10	1.684633e-10	1.457765e-09	7.774917e-11	6.621667e-10	5.311286e-10	3.304712e-10	1.230409e-09	1.354375e-09	2.357773e-10	3.080318e-09	1	7.517851e-10	3.173969e-10	2.009607e-10	3.693189e-10	3.174736e-10	5.831168e-11	1.916873e-08	1	nucleus - non-chromatin	nucleus - non-chromatin	1	1	1	2.410164e-08	4.683207e-10	9.917717e-26	6.395092e-34	8.246333e-11	1.065483e-14	1.864743e-55	2.586852e-24	1.090262e-89	5.631028e-37	8.682263e-55	3.308193e-31	5.987409e-136	2.29972e-44	5.430245e-71	1.460931e-69	1.192601e-68	4.230441e-129	3.517347e-102	1.026354e-09	1.18144e-25	1	2.051853e-43	4.492494e-70	6.052498e-38	7.676156e-55	5.438679e-62	3.81534e-25	1	nucleus - non-chromatin
TGME49_275650	hypothetical protein	unknown	nucleus - non-chromatin	0.9999937	3.630032e-08	2.989442e-08	5.975268e-08	8.326683e-08	1.003598e-07	3.416505e-08	2.755649e-07	1.005594e-06	2.685131e-07	5.552063e-08	4.804373e-07	2.562388e-08	2.18231e-07	1.750446e-07	1.089137e-07	4.055071e-07	4.463627e-07	6.606898e-08	1.015184e-06	0.9999944	2.477666e-07	1.046048e-07	6.623084e-08	1.217168e-07	1.046301e-07	1.921784e-08	6.317457e-06	0.9999874	nucleus - non-chromatin	nucleus - non-chromatin	1	1	1	2.087037e-07	1.408868e-07	1.302769e-25	3.634347e-34	2.785221e-12	3.863613e-13	2.844996e-50	9.666277e-24	1.129024e-87	4.573925e-34	2.190394e-45	4.53331e-30	1.95497e-125	7.673893e-43	2.04106e-68	4.560267e-67	2.76042e-66	2.905518e-121	1.418212e-91	1.080959e-08	7.833508e-18	1	3.406185e-41	5.158197e-69	1.065131e-35	3.700305e-51	1.044865e-59	2.711688e-22	0.9999998	nucleus - non-chromatin
TGME49_209030	actin ACT1	unknown	cytosol	1	1.927389e-10	1.587264e-10	3.172608e-10	4.421107e-10	5.328671e-10	1.814016e-10	1.46313e-09	1	1.425688e-09	2.947904e-10	2.550913e-09	1.360516e-10	1.158712e-09	9.294109e-10	5.782846e-10	2.153066e-09	2.369992e-09	3.50768e-10	5.390184e-09	4.051154e-09	1.315533e-09	5.554062e-10	3.51657e-10	6.462635e-10	5.555404e-10	1.020384e-10	3.354295e-08	0.9999999	cytosol	cytosol	0.9999996	0.9999986	1	5.409888e-06	5.742087e-10	3.512352e-07	2.135457e-27	1.020031e-27	5.324248e-39	2.777766e-62	1.310031e-32	2.188304e-90	0.9999996	5.430368e-60	9.72077e-29	2.046655e-150	3.412335e-40	1.796562e-61	1.862015e-68	1.419178e-67	2.172424e-141	2.297208e-121	1.423144e-12	3.503234e-14	1.618897e-27	2.728262e-40	7.83128e-61	3.535159e-17	4.928128e-65	8.690987e-62	7.978375e-34	0.9999996	cytosol
TGME49_231640	alveolin domain containing intermediate filament IMC1	IMC	IMC	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	IMC	IMC	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	IMC
TGME49_201780	microneme protein MIC2	micronemes	micronemes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	micronemes	micronemes	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	micronemes
TGME49_300100	rhoptry neck protein RON2	rhoptries 1	rhoptries 1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	rhoptries 1	rhoptries 1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	rhoptries 1
TGME49_216620	EF hand domain-containing protein	unknown	PM - integral	0.9997246	2.137473e-11	1.760274e-11	3.518419e-11	4.903003e-11	5.909491e-11	2.011742e-11	1.453908e-09	5.92124e-10	1.581087e-10	3.269223e-11	2.82896e-10	1.508811e-11	1.992571e-08	0.0002754223	6.413171e-11	2.387749e-10	2.628319e-10	3.890013e-11	5.977709e-10	4.492725e-10	0.9997246	6.159449e-11	3.899872e-11	7.167056e-11	6.160937e-11	1.131605e-11	3.71991e-09	0.9997245	PM - integral	Golgi	0.7469743	4.792527e-11	0.9989214	0.02064609	5.104908e-10	2.580691e-49	1.491059e-45	5.716554e-44	7.367766e-44	1.172908e-12	1.965364e-30	2.027171e-06	1.358093e-82	5.053682e-23	8.016306e-12	4.549982e-18	5.018659e-16	0.7469743	0.003031247	7.103981e-13	7.546484e-74	5.363027e-63	4.79849e-26	2.042238e-63	3.230216e-107	0.2499924	8.13884e-14	6.536617e-08	2.445999e-22	1.406781e-13	4.117198e-40	0.7469743	unknown
TGME49_305340	corepressor complex CRC230	nucleus - chromatin	nucleus - chromatin	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	nucleus - chromatin	nucleus - chromatin	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	nucleus - chromatin
TGME49_308810	rhoptry neck protein RON9	rhoptries 2	rhoptries 2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	rhoptries 2	rhoptries 2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	rhoptries 2
TGME49_263180	myosin D	PM - peripheral 1	PM - peripheral 1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	PM - peripheral 1	PM - peripheral 1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	PM - peripheral 1
TGME49_294330	EGF family domain-containing protein	unknown	micronemes	1	8.778462e-18	7.229331e-18	1.444992e-17	2.013632e-17	2.42699e-17	8.262092e-18	6.663951e-17	2.431815e-16	6.49342e-17	1.342648e-17	1.161836e-16	6.19659e-18	5.277453e-17	4.233082e-17	1	9.806328e-17	1.079433e-16	1.597603e-17	2.455006e-16	1.845133e-16	5.99171e-17	2.529646e-17	1.601652e-17	2.943463e-17	2.530257e-17	4.647427e-18	1.527743e-15	1	micronemes	micronemes	1	1	1	1.044649e-17	1.105315e-15	1.004328e-55	1.36119e-41	3.640602e-44	1.423126e-47	2.171306e-45	7.699977e-38	5.146055e-49	7.480807e-112	1.53193e-45	1.07133e-27	1.084974e-101	3.687069e-20	6.634341e-42	5.009236e-38	1	1.212476e-127	7.167808e-134	8.830327e-50	3.014623e-139	4.173744e-136	2.352106e-19	2.559389e-25	2.834482e-35	6.804534e-42	4.57156e-32	1.029018e-36	1	micronemes
TGME49_318440	helicase associated domain (ha2) protein	unknown	nucleus - non-chromatin	0.9994395	3.197338e-06	2.633105e-06	5.263026e-06	7.567618e-06	8.839711e-06	3.009263e-06	2.42718e-05	8.857286e-05	2.365068e-05	4.890266e-06	4.2317e-05	2.256955e-06	1.922182e-05	1.541796e-05	9.59314e-06	3.571713e-05	3.93157e-05	5.818875e-06	9.326004e-05	0.9995067	2.182333e-05	9.213611e-06	5.833623e-06	1.072084e-05	9.215836e-06	1.692711e-06	0.0005564427	0.9988834	nucleus - non-chromatin	nucleus - non-chromatin	0.9997112	0.9983775	0.9999604	0.002491259	8.318848e-06	5.275457e-24	1.437318e-34	4.566031e-10	0.0001627589	1.368788e-36	1.673376e-16	7.464776e-60	5.472011e-34	5.937858e-23	5.13929e-24	6.584286e-79	9.822903e-32	2.055987e-54	4.474488e-55	5.437924e-56	2.397352e-98	4.778195e-66	9.32551e-08	0.0001259098	0.9997112	6.211094e-30	4.561646e-59	8.148438e-18	2.30178e-39	1.028737e-48	2.048647e-17	0.9997029	nucleus - non-chromatin
TGME49_226830	DnaK family protein	ER 2	ER 2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ER 2	ER 2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ER 2
TGME49_215910	hypothetical protein	unknown	dense granules	0.9984107	9.132337e-06	7.520758e-06	1.503242e-05	2.094805e-05	2.524826e-05	8.595152e-06	6.932587e-05	0.0002529846	0.9984782	1.396773e-05	0.0001208671	6.446386e-06	5.490197e-05	4.403725e-05	2.740022e-05	0.0001020164	0.0001122947	1.662005e-05	0.0002553974	0.0001919514	6.233246e-05	2.63162e-05	1.666218e-05	3.062119e-05	2.632256e-05	4.834773e-06	0.001589329	0.9968239	dense granules	dense granules	0.9986942	0.9952671	0.9998907	0.009514232	0.0001037143	1.371408e-28	1.258962e-39	1.194914e-25	1.605566e-24	2.398691e-06	1.308973e-13	2.898492e-11	2.794734e-49	0.9986942	7.618978e-14	1.660597e-08	7.291961e-12	3.942835e-17	7.764702e-14	6.534138e-26	5.144634e-38	6.965227e-17	2.137811e-09	5.848665e-09	4.105664e-29	6.861618e-14	6.471572e-35	0.001303386	1.357722e-08	8.870474e-19	3.062169e-28	0.9985906	dense granules
TGME49_278660	P-type ATPase4, putative	unknown	PM - integral	0.9999997	2.828916e-13	2.329698e-13	4.656579e-13	6.489057e-13	7.82113e-13	2.662512e-13	2.147501e-12	7.83668e-12	2.092546e-12	4.335922e-13	3.74409e-12	1.996891e-13	3.22209e-07	2.872078e-12	8.487743e-13	3.160152e-12	3.478544e-12	5.148379e-13	7.911415e-12	5.94606e-12	0.9999997	8.153298e-13	5.161427e-13	9.4855e-13	8.153915e-13	1.497663e-13	4.92325e-11	0.9999997	PM - integral	Golgi	0.735626	3.947681e-07	0.9999886	0.05412839	1.552634e-10	2.77696e-49	1.344858e-47	1.589856e-48	1.170729e-49	3.075468e-23	4.736971e-36	1.283764e-14	1.184062e-86	1.96006e-37	2.154558e-11	3.549027e-31	5.190773e-19	0.735626	2.56695e-08	2.461078e-11	6.289346e-97	4.886817e-90	2.123483e-35	6.903539e-87	7.385696e-132	0.2642107	0.0001632302	8.526678e-11	1.060034e-27	6.627608e-14	2.767197e-43	0.735626	unknown
TGME49_224260	PHD-finger domain-containing protein	unknown	nucleus - chromatin	1	1.185819e-10	9.765584e-11	1.951936e-10	2.72007e-10	3.278446e-10	1.116067e-10	9.001854e-10	3.284964e-09	8.771495e-10	1.813688e-10	1.56944e-09	8.370529e-11	7.128933e-10	5.718167e-10	3.557875e-10	1.324666e-09	1.458129e-09	2.158087e-10	1	2.492458e-09	8.093771e-10	3.417117e-10	2.163557e-10	3.976113e-10	3.417942e-10	6.277875e-11	2.063718e-08	1	nucleus - chromatin	nucleus - chromatin	1	1	1	1.178175e-08	4.118019e-10	1.603663e-25	3.121704e-38	1.475812e-25	4.814114e-24	6.576545e-20	9.533064e-15	1.934066e-49	4.249499e-51	3.969395e-13	2.141034e-20	4.494769e-31	6.993903e-24	1.500025e-35	4.300115e-43	6.229046e-45	9.332403e-47	2.660208e-25	5.253549e-10	1	1.21774e-18	1.536248e-23	4.138106e-50	2.459707e-12	7.110162e-23	5.71948e-33	8.44308e-26	1	nucleus - chromatin
TGME49_219320	acid phosphatase GAP50	IMC	IMC	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	IMC	IMC	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	IMC
TGME49_247550	heat shock protein HSP60	unknown	mitochondrion - soluble	1	7.104262e-14	5.850576e-14	1.169407e-13	1.629598e-13	1.964122e-13	6.686372e-14	5.393024e-13	1.968027e-12	5.255015e-13	1.086583e-13	9.40254e-13	5.014796e-14	4.270954e-13	3.425762e-13	2.131528e-13	7.936096e-13	1	1.292913e-13	1.986795e-12	1.493235e-12	4.84899e-13	2.0472e-13	1.29619e-13	2.382095e-13	2.047694e-13	3.761084e-14	1.236377e-11	1	mitochondrion - soluble	mitochondrion - soluble	1	1	1	1.354944e-14	5.563932e-13	7.187175e-43	8.790153e-40	1.570341e-36	1.080133e-43	1.806469e-35	4.3973e-29	4.228226e-88	3.339255e-94	1.808645e-38	4.697553e-31	5.224692e-88	5.283245e-38	4.042554e-57	3.028152e-58	1.339228e-63	8.554093e-48	1	3.764235e-16	1.799703e-43	2.175437e-61	1.704385e-39	2.399517e-65	2.600833e-26	2.134044e-22	1.82725e-50	9.386522e-25	1	mitochondrion - soluble
TGME49_316400	alpha tubulin TUBA1	tubulin cytoskeleton	tubulin cytoskeleton	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	tubulin cytoskeleton	tubulin cytoskeleton	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	tubulin cytoskeleton
TGME49_229010	rhoptry neck protein RON4	rhoptries 1	rhoptries 1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	rhoptries 1	rhoptries 1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	rhoptries 1
TGME49_295710	HECT-domain (ubiquitin-transferase) domain-containing protein	unknown	cytosol	0.9984648	8.537176e-06	7.030625e-06	1.405274e-05	1.958285e-05	2.360281e-05	8.035e-06	6.480785e-05	0.9987013	6.314941e-05	1.305744e-05	0.0001129901	6.02627e-06	5.132397e-05	4.116732e-05	2.561453e-05	9.53679e-05	0.0001049764	1.553691e-05	0.0002495306	0.0002180921	5.827021e-05	2.460116e-05	1.557629e-05	2.862559e-05	2.46071e-05	4.519687e-06	0.001485751	0.9969814	cytosol	cytosol	0.8173326	0.5776898	0.9627172	0.4502197	8.210241e-05	0.00163023	3.936406e-28	3.674026e-14	7.147736e-25	1.710262e-52	9.924039e-26	1.69267e-74	0.8173326	1.058285e-41	2.717859e-21	7.827594e-124	4.296686e-36	2.178561e-58	6.93673e-61	1.540062e-62	1.694596e-120	1.016267e-88	1.258142e-07	0.1810061	3.098157e-05	1.262871e-36	3.969652e-60	1.702528e-11	5.217061e-54	6.582159e-56	1.050417e-28	0.8172655	unknown
TGME49_261080	kringle domain-containing protein	unknown	micronemes	4.662782e-19	0.005746033	0.004732033	0.009458343	0.01318043	0.01588611	0.005408038	0.04361959	0.159177	0.04250335	0.008788445	0.07604915	0.004056043	0.03454412	0.02770808	0.01724012	0.06418834	0.07065543	0.01045728	0.160695	0.1207751	0.03921936	0.01655806	0.01048378	0.01926674	0.01656206	0.003042021	1	0	unknown	micronemes	1	1	1	1.589658e-09	2.848953e-09	2.797956e-47	1.023166e-41	2.484442e-40	4.196096e-42	2.184324e-27	2.184888e-29	2.043108e-20	2.397422e-92	4.609115e-19	7.921632e-16	2.735356e-23	1.189484e-13	1.038869e-14	2.109269e-24	1	1.305091e-76	3.255645e-71	3.068102e-25	1.245642e-71	8.292439e-109	9.867119e-12	1.762078e-16	7.182017e-11	9.675901e-21	3.439614e-14	7.843095e-36	1	micronemes
